timestamp	script_id	model	status	weighted_avg	category	singular_vision	character_depth	thematic_ambition	emotional_specificity	world_originality	dialogue_language	boldness	label	outcome	error
2026-03-18T03:11:49.491277	Across_the_River_to_Motor_City_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T03:12:07.300281	Action_1x01_-_Pilot	openai	success	6.8	Promising								loser	0	
2026-03-18T03:12:40.495289	Agent_X_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T03:12:57.969253	Alex_Inc_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:13:13.324980	Alexa_And_Katie_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:13:27.563944	Aliens_In_America_1x01_-_Pilot	openai	success	5.0	Competent								loser	0	
2026-03-18T03:13:46.511795	All_American_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:14:07.103581	All_Night_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T03:14:24.943996	All_Rise_1x01_-_Pilot	openai	success	6.8	Promising								loser	0	
2026-03-18T03:14:42.828463	Allegiance_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:14:57.644438	Almost_Human_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:15:14.794868	Alone_Together_1x01_-_Pilot	openai	success	6.6	Promising								loser	0	
2026-03-18T03:15:33.023639	Alphas_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:15:47.681493	American_Crime_1x01_-_Pilot	openai	success	8.2	Exceptional								loser	0	
2026-03-18T03:16:05.282488	American_Gods_1x01_-_Pilot_(Jan_2_2015)	openai	success	8.2	Exceptional								loser	0	
2026-03-18T03:16:20.404338	American_Gothic_(2016)_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:16:34.248029	American_Housewife_1x01_-_Pilot	openai	success	6.6	Promising								loser	0	
2026-03-18T03:16:50.757948	American_Princess_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:17:07.244263	American_Superstore_1x01_-_Pilot	openai	success	8.0	Exceptional								loser	0	
2026-03-18T03:17:23.266409	American_Woman_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:17:31.984773	Andy_Barker_PI_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T03:17:43.055761	Angel_From_Hell_1x01_-_Pilot	openai	success	6.8	Promising								loser	0	
2026-03-18T03:17:56.062255	Angie_Tribeca_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:18:10.546737	Animal_Kingdom_1x01_-_Pilot	openai	success	6.8	Promising								loser	0	
2026-03-18T03:18:24.323305	Another_Period_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:18:38.417794	Apartment_23_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:18:55.394327	Are_You_There,_Chelsea_1x01_-_Pilot	openai	success	6.4	Promising								loser	0	
2026-03-18T03:19:10.820097	Arrow_1x01_-_Pilot	openai	success	8.2	Exceptional								loser	0	
2026-03-18T03:19:25.020018	Ascension_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:19:38.155790	Ash_vs_Evil_Dead_1x01_-_Pilot	openai	success	8.4	Exceptional								loser	0	
2026-03-18T03:19:53.039786	Atypical_1x01_-_Pilot	openai	success	8.0	Exceptional								loser	0	
2026-03-18T03:20:08.670927	Awake_1x01_-_Pilot	openai	success	8.0	Exceptional								loser	0	
2026-03-18T03:20:32.327709	Awkward_1x01_-_Pilot	openai	success	8.0	Exceptional								loser	0	
2026-03-18T03:20:42.380464	Baby_Daddy_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T03:20:56.085439	Back_in_the_Game_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T03:21:12.001234	Bad_Judge_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T03:21:30.496089	Bad_Teacher_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T03:21:43.809617	Banshee_1x01_-_Pilot	openai	success	8.0	Exceptional								loser	0	
2026-03-18T03:21:58.560492	Bastard_Executioner_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:22:18.327972	Bates_Motel_1x01_Pilot	openai	success	8.4	Exceptional								loser	0	
2026-03-18T03:22:34.644059	Battle_Creek_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T03:22:49.832889	Beauty_and_the_Beast_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:23:07.060096	Being_Mary_Jane_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:23:23.546427	Believe_1x01_-_Pilot	openai	success	8.2	Exceptional								loser	0	
2026-03-18T03:23:32.427707	Bellevue_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T03:23:51.298992	Ben_&_Kate_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:24:06.760103	Benched_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T03:24:24.272197	Benders_1x01_-_Pilot	openai	success	5.8	Promising								loser	0	
2026-03-18T03:24:41.475251	Bent_1x01_-_Pilot	openai	success	5.8	Promising								loser	0	
2026-03-18T03:24:54.410915	Best_Friends_Forever_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T03:25:09.326549	Betas_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T03:25:25.610582	Betrayal_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T03:25:41.276674	Better_With_You_1x01_-_Pilot	openai	success	6.6	Promising								loser	0	
2026-03-18T03:26:01.684393	Beyond_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:26:16.500284	Big_Time_In_Hollywood,_Fl_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T03:26:30.092963	Billions_1x01_-_Pilot	openai	success	8.4	Exceptional								loser	0	
2026-03-18T03:26:55.621220	Bionic_Woman_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T03:27:08.524062	Black-ish_1x01_-_Pilot	openai	success	8.4	Exceptional								loser	0	
2026-03-18T03:27:18.409404	Black_Donnellys_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T03:27:34.789275	Black_Lightning_1x01_-_Pilot	openai	success	8.2	Exceptional								loser	0	
2026-03-18T03:27:54.195071	Black_Monday_1x01_-_Pilot	openai	success	8.0	Exceptional								loser	0	
2026-03-18T03:28:13.036606	Black_Sails_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:28:30.760512	Bless_This_Mess_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T03:28:44.578871	Blindspot_1x01_-_Pilot	openai	success	8.2	Exceptional								loser	0	
2026-03-18T03:29:00.514022	Blood__Treasure_1x01_-_The_Curse_of_Cleopatra	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:29:18.755639	Bloodline_1x01_-_Pilot	openai	success	8.0	Exceptional								loser	0	
2026-03-18T03:29:34.634758	Blue_Bloods_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T03:29:52.167451	Bluff_City_Law_1x01_-_Pilot	openai	success	6.8	Promising								loser	0	
2026-03-18T03:30:10.601544	Bob_Hearts_Abishola_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:30:27.050061	Body_of_Proof_1x01_-_Pilot	openai	success	6.8	Promising								loser	0	
2026-03-18T03:30:46.639423	Boom_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:31:05.242725	Bosch_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:31:23.360133	Boss_1x01_-_Pilot	openai	success	8.4	Exceptional								loser	0	
2026-03-18T03:31:38.809860	Braindead_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:31:56.180712	Breaking_In_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:32:12.728873	Breakout_Kings_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T03:32:23.905410	Brimstone_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T03:32:37.135736	Brockmire_1x01_-_Pilot	openai	success	8.0	Exceptional								loser	0	
2026-03-18T03:32:46.657116	Brotherhood_of_Poland,_New_Hampshire_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T03:33:06.623396	Browsers_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:33:26.682053	Brutally_Normal_1x01_-_Pilot_(1999)	openai	success	5.8	Promising								loser	0	
2026-03-18T03:33:44.206770	Bull_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:34:01.427152	Bunheads_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:34:19.209095	CBS-Code-Black-1x01-Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:34:36.723810	COUNTERPART	openai	success	8.0	Exceptional								loser	0	
2026-03-18T03:34:49.070898	CSI_Cyber_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T03:35:11.151554	Camp_1x01_-_Pilot	openai	success	6.6	Promising								loser	0	
2026-03-18T03:35:32.164206	Cane_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:35:47.502809	Carnival_Row_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:36:03.987490	Carols_Second_Act_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:36:18.430319	Carpoolers_1x01_-_Pilot	openai	success	6.6	Promising								loser	0	
2026-03-18T03:36:34.711752	Casanova_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:36:49.358977	Cashmere_Mafia_1x01_-_Pilot	openai	success	6.6	Promising								loser	0	
2026-03-18T03:37:03.389649	Catastrophe_1x01_-_Pilot	openai	success	8.6	Transcendent								loser	0	
2026-03-18T03:37:16.184794	Catch-22_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T03:37:31.556300	Century_City_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T03:37:50.453477	Chambers_1x01_-_Into_the_Void	openai	success	6.8	Promising								loser	0	
2026-03-18T03:38:08.181410	Champaign_ILL_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T03:38:29.304192	Chance_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T03:38:47.744642	Chaos_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T03:39:04.523345	Charlie's_Angels_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:39:22.834502	Chase_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T03:39:38.356248	Cheers-Pilot	openai	success	8.6	Transcendent								winner	1	
2026-03-18T03:40:00.134063	City_On_A_Hill_1x01_-_The_Night_Flynn_Sent_the_Cops_on_the_Ice	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:40:13.855980	Claws_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:40:28.758505	Clipped_1x01_-_Pilot	openai	success	6.6	Promising								loser	0	
2026-03-18T03:40:48.180520	Cocked_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:41:05.632003	Code_Black_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:41:22.752557	Colony_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:41:39.735043	Common_Law_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:41:59.204258	Complications_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:42:20.965623	Condor_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T03:42:43.417902	Containment_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:43:06.022498	Cooper_Barrett's_Guide_to_Surviving_Your_20s_1x01_-_Pilot	openai	success	6.4	Promising								loser	0	
2026-03-18T03:43:18.761317	Cop_Rock_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T03:43:38.469924	Cosmopolitan_1x01_-_Pilot	openai	success	6.4	Promising								loser	0	
2026-03-18T03:43:53.234885	Counterpart_1x01_-_Pilot	openai	success	8.2	Exceptional										
2026-03-18T03:44:04.398537	Covert_Affairs_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T03:44:21.013034	Crazy_Ex-Girlfriend_1x01_-_Pilot	openai	success	8.4	Exceptional								loser	0	
2026-03-18T03:44:33.845834	Criminal_Behavior_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:44:47.061209	Criminal_Minds_Suspect_Behavior_1x01_-_Pilot	openai	success	6.8	Promising								loser	0	
2026-03-18T03:45:07.026802	Crisis_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T03:45:25.264489	Cristela_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:45:43.728788	Crowded_1x01_-_Pilot	openai	success	6.6	Promising								loser	0	
2026-03-18T03:46:04.993715	Cult_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:46:20.248817	Da_Vinci's_Demons_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:46:34.409980	Dads_1x01_-_Pilot	openai	success	6.0	Promising								loser	0	
2026-03-18T03:46:51.205271	Damien_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:47:07.247598	Dare_Me_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:47:22.103603	Dark_Minions_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T03:47:31.846485	Day_One_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T03:47:41.790428	Days_Of_Molly_Dodd_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T03:48:04.193557	Daytime_Divas_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T03:48:10.935178	Deadline_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T03:48:23.684432	Death_Valley_1x01_-_Pilot	openai	success	6.8	Promising								loser	0	
2026-03-18T03:48:39.485549	Deception_1x01_-_Pilot	openai	success	6.6	Promising								loser	0	
2026-03-18T03:48:58.146454	Defenders_1x01_-_Pilot	openai	success	6.4	Promising								loser	0	
2026-03-18T03:49:18.215279	Defying_Gravity_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:49:38.000854	Deliverance_Creek_1x01_-_Pilot	openai	success	6.8	Promising								loser	0	
2026-03-18T03:49:56.810258	Designated_Survivor_1x01_-_Pilot	openai	success	8.2	Exceptional								loser	0	
2026-03-18T03:50:13.653855	Detroiters_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:50:30.867071	Devious_Maids_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:50:52.191584	Dexter_1x01_-_Pilot	openai	success	8.8	Transcendent								winner	1	
2026-03-18T03:51:09.225403	Dietland_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T03:51:29.892360	Difficult_People_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T03:51:48.140972	Dig_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:52:04.959588	Dirt_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:52:26.852811	Dirty_Sexy_Money_(aka_The_Darlings)_1x01_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:52:48.540635	Disjointed_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:53:18.687191	Do_No_Harm_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:53:36.979642	Dollface_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:53:53.073794	Dominion_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:54:10.273839	Doom_Patrol_1x01_-_Pilot	openai	success	8.2	Exceptional								loser	0	
2026-03-18T03:54:25.842027	Down_Dog_1x01_-_Pilot	openai	success	6.2	Promising								loser	0	
2026-03-18T03:54:43.261884	Downward_Dog_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:54:57.526985	Dr._Ken_1x01_-_Pilot	openai	success	6.8	Promising								loser	0	
2026-03-18T03:55:12.027211	Dracula_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:55:26.760698	Drop_Dead_Diva_1x01_-_Pilot	openai	success	8.0	Exceptional								loser	0	
2026-03-18T03:55:41.332370	Dynasty_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:55:51.506454	E.D.N.Y_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T03:56:07.005201	ER-1x01-Pilot	openai	success	8.0	Exceptional								winner	1	
2026-03-18T03:56:20.738348	EUPHORIA-PILOT	openai	success	8.4	Exceptional								winner	1	
2026-03-18T03:56:32.687282	Eastwick_1x01_-_Pilot	openai	success	6.8	Promising								loser	0	
2026-03-18T03:56:53.372484	Eleventh_Hour_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T03:57:03.142952	Eli_Stone_1x01_-_Pilot	openai	success	4.2	Competent								loser	0	
2026-03-18T03:57:19.944940	Emergence_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:57:35.787775	Emily_Owens,_MD_1x01_-_Pilot	openai	success	6.4	Promising								loser	0	
2026-03-18T03:57:53.045693	Empire_1x01_-_Pilot	openai	success	8.6	Transcendent								loser	0	
2026-03-18T03:58:13.487369	Endgame_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T03:58:30.449059	Entourage_1x01-Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:58:45.365568	Escape_at_Dannemora_1x01_-_Chapter_One	openai	success	8.2	Exceptional								loser	0	
2026-03-18T03:58:52.967738	Evening_Shade_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T03:59:12.111917	Everybody_Hates_Chris_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T03:59:26.596836	Everything_Sucks_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T03:59:39.745528	Evil_1x01_-_Pilot	openai	success	8.0	Exceptional								loser	0	
2026-03-18T03:59:56.082670	Exit_19_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T04:00:14.219011	Extant_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T04:00:28.146932	Eye_Candy_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T04:00:43.118888	Eyewitness_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T04:00:55.793336	FBI_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T04:01:07.468734	Fairly_Legal_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T04:01:23.605061	Falling_Water_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T04:01:36.689020	Fam_1x01_-_Pilot	openai	success	6.2	Promising								loser	0	
2026-03-18T04:01:50.682610	Famous_In_Love_1x01_-_Pilot	openai	success	6.6	Promising								loser	0	
2026-03-18T04:01:59.677629	Fantasy_Island_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T04:02:14.134345	Fast_Layne_1x01_-_Pilot	openai	success	8.0	Exceptional								loser	0	
2026-03-18T04:02:27.811346	Fear_The_Walking_Dead_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T04:02:43.707365	Finding_Carter_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T04:03:08.403360	First_Wives_Club_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T04:03:35.231908	Flaked_1x01_-_Pilot	openai	success	6.0	Promising								loser	0	
2026-03-18T04:03:57.166714	Flesh_and_Bone_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T04:04:12.991546	Florida_Girls_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T04:04:31.144166	For_the_People_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T04:04:44.662670	Forever_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T04:05:00.752738	Frankenstein_1x01_-_Pilot	openai	success	8.0	Exceptional								loser	0	
2026-03-18T04:05:14.300589	Frasier-1x01-Pilot	openai	success	8.4	Exceptional								winner	1	
2026-03-18T04:05:34.120725	Free_Agents_1x01_-_Pilot	openai	success	6.6	Promising								loser	0	
2026-03-18T04:05:50.506663	Frequency_1x01_-_Pilot	openai	success	8.0	Exceptional								loser	0	
2026-03-18T04:06:04.226569	Fresh_Off_the_Boat_1x01_-_Pilot	openai	error										loser	0	Expecting ',' delimiter: line 24 column 2 (char 2549)
2026-03-18T04:06:16.772056	Friends-Pilot	openai	success	8.4	Exceptional								winner	1	
2026-03-18T04:06:31.159818	Friends_With_Benefits_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T04:06:47.852946	Friends_with_Better_Lives_1x01_-_Pilot	openai	success	6.0	Promising								loser	0	
2026-03-18T04:06:59.090416	Fringe_1x01_-_Pilot	openai	success	8.4	Exceptional								loser	0	
2026-03-18T04:07:15.489855	Frontier_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T04:07:29.633326	Full_House_1x01_-_Pilot	openai	success	7.4	Exceptional								winner	1	
2026-03-18T04:07:39.315216	Future_Tense_1x01_-_Pilot	openai	success	1.0	Generic								loser	0	
2026-03-18T04:07:56.123295	GCB_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T04:08:10.494378	Galavant_1x01_-_Pilot	openai	success	8.4	Exceptional								loser	0	
2026-03-18T04:08:29.173588	Game_Of_Silence_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T04:08:43.258656	Gang_Related_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T04:08:58.832897	Ghosted_1x01_-_Pilot	openai	success	7.8	Exceptional								loser	0	
2026-03-18T04:09:13.676905	Gilmore_Girls_1x01_-_Pilot	openai	success	8.4	Exceptional								loser	0	
2026-03-18T04:09:28.835864	Girlboss_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T04:09:46.124761	Girlfriends_Guide_To_Divorce_1x01_-_Pilot	openai	success	7.0	Exceptional								loser	0	
2026-03-18T04:10:03.043154	Girls-Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T04:10:16.100529	Glory_Daze_1x01_-_Pilot	openai	success	6.8	Promising								loser	0	
2026-03-18T04:10:31.465626	Glow_1x01_-_Pilot	openai	success	8.4	Exceptional								loser	0	
2026-03-18T04:10:45.528944	Go_Jerrod_Go_1x01_-_Pilot	openai	success	5.8	Promising								loser	0	
2026-03-18T04:10:59.351206	Go_On_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T04:11:14.141613	God_Friended_Me_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T04:11:28.918646	Godfather_Of_Harlem_1x01_-_By_Whatever_Means_Necessary	openai	success	8.6	Transcendent								loser	0	
2026-03-18T04:11:43.384465	Golden_Boy_1x01_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T04:11:58.086981	Golden_Girls_1x01_-_Pilot	openai	success	8.4	Exceptional								winner	1	
2026-03-18T04:12:11.343319	Goliath_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
2026-03-18T04:12:29.259882	Gone_1x01_-_Pilot	openai	success	7.4	Exceptional								loser	0	
2026-03-18T04:12:49.447748	Good_Girls_1x01_-_Pilot	openai	success	8.2	Exceptional								loser	0	
2026-03-18T04:13:07.625893	Gotham_1x01_-_Pilot	openai	success	7.8	Exceptional								winner	1	
2026-03-18T04:13:18.518178	Grace_Under_Fire_1x01_-_Pilot	openai	success	5.0	Competent								loser	0	
2026-03-18T04:13:34.691883	Graceland_1x01_-_Pilot	openai	success	7.2	Exceptional								loser	0	
2026-03-18T04:13:49.238026	Gracepoint_1x01_-_Pilot	openai	success	8.0	Exceptional								loser	0	
2026-03-18T04:14:04.497170	Grand_Hotel_1x01_-_Pilot	openai	success	7.6	Exceptional								loser	0	
